user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U0692,54,Prefer not to say,Germany,Sales Representative,2,Master's Degree,French,Interactive,Enhance data visualization,89->90->88,4.92
U0693,60,Prefer not to say,Australia,Sales Engineer,10,Bachelor's Degree,Spanish,Video,Upskill in data science,51->51->47,3.8
U0694,22,Male,Japan,Pre-Sales Consultant,8,Associate Degree,Korean,Hands-on,Learn project management,63->58->53,4.68
U0695,33,Prefer not to say,South Korea,Customer Success Manager,4,Associate Degree,Spanish,Video,Learn project management,83->81->76,3.38
U0696,32,Non-binary,Canada,Sales Representative,8,Associate Degree,Chinese,Reading,Advance marketing knowledge,86->82->83,4.34
U0697,56,Female,France,Inside Sales Specialist,3,Master's Degree,French,Hands-on,Advance marketing knowledge,57->58->59,4.95
U0698,59,Prefer not to say,France,Territory Sales Manager,9,High School,Korean,Interactive,Upskill in data science,66->66->65,3.2
U0699,36,Male,South Korea,Pre-Sales Consultant,13,Master's Degree,Spanish,Hands-on,Upskill in data science,51->56->59,3.02
U0700,38,Non-binary,Australia,Account Executive,3,Bachelor's Degree,French,Video,Enhance data visualization,76->75->72,3.87
U0701,57,Prefer not to say,Canada,Pre-Sales Consultant,4,Bachelor's Degree,English,Video,Master programming,50->50->45,3.19
U0702,59,Prefer not to say,Japan,Account Manager,13,High School,French,Interactive,Improve leadership skills,71->68->68,4.5
U0703,43,Female,United Kingdom,Sales Representative,4,PhD,English,Reading,Learn Agile methodologies,85->83->85,4.83
U0704,48,Non-binary,United Kingdom,Inside Sales Specialist,1,Bachelor's Degree,Chinese,Hands-on,Learn project management,71->76->74,3.87
U0705,58,Non-binary,South Korea,Pre-Sales Consultant,2,High School,Spanish,Interactive,Master programming,70->73->78,3.52
U0706,47,Female,Brazil,Customer Success Manager,5,Master's Degree,English,Interactive,Improve leadership skills,78->77->80,3.87
U0707,57,Male,United Kingdom,Customer Success Manager,11,PhD,German,Video,Explore machine learning,80->76->79,4.45
U0708,47,Male,Germany,Territory Sales Manager,5,PhD,Korean,Reading,Master programming,68->73->73,3.02
U0709,58,Female,South Korea,Sales Manager,11,PhD,Chinese,Hands-on,Master programming,78->80->84,4.18
U0710,58,Male,United States,Pre-Sales Consultant,14,PhD,German,Interactive,Upskill in data science,69->69->71,4.23
U0711,46,Female,Brazil,Inside Sales Specialist,10,High School,English,Hands-on,Upskill in data science,85->89->89,4.28
U0712,53,Prefer not to say,South Korea,Account Executive,3,Bachelor's Degree,French,Interactive,Learn project management,57->55->53,3.48
U0713,44,Prefer not to say,South Korea,Business Development Representative,6,Bachelor's Degree,Chinese,Hands-on,Improve leadership skills,58->63->66,4.43
U0714,60,Female,South Korea,Account Manager,8,Master's Degree,English,Video,Advance marketing knowledge,86->90->95,3.18
U0715,50,Female,Brazil,Account Manager,10,Master's Degree,English,Interactive,Advance marketing knowledge,83->88->90,3.4
U0716,54,Non-binary,Canada,Business Development Representative,12,PhD,French,Video,Learn Agile methodologies,66->64->68,4.75
U0717,49,Prefer not to say,United Kingdom,Customer Success Manager,0,High School,Chinese,Interactive,Enhance data visualization,87->86->90,4.48
U0718,57,Non-binary,Germany,Sales Representative,8,Bachelor's Degree,Spanish,Video,Upskill in data science,78->79->83,3.03
U0719,30,Prefer not to say,Canada,Pre-Sales Consultant,10,Bachelor's Degree,French,Interactive,Prepare for certification,78->78->82,3.5
U0720,26,Prefer not to say,South Korea,Account Manager,8,Associate Degree,Spanish,Interactive,Explore machine learning,83->83->88,3.43
U0721,60,Male,Brazil,Sales Engineer,13,Bachelor's Degree,German,Reading,Enhance data visualization,82->80->85,3.54
U0722,51,Non-binary,India,Pre-Sales Consultant,2,Master's Degree,Chinese,Reading,Advance marketing knowledge,69->74->69,3.5
U0723,51,Female,South Korea,Territory Sales Manager,3,Master's Degree,Chinese,Hands-on,Improve leadership skills,90->88->88,3.13
U0724,21,Male,Brazil,Sales Engineer,6,Master's Degree,German,Interactive,Learn project management,62->60->63,3.92
U0725,40,Non-binary,South Korea,Account Manager,13,PhD,German,Reading,Learn project management,85->85->90,4.47
U0726,22,Female,United Kingdom,Account Executive,4,Master's Degree,Spanish,Interactive,Learn project management,79->77->77,4.21
U0727,41,Male,Germany,Account Manager,4,Bachelor's Degree,German,Video,Advance marketing knowledge,58->55->53,4.35
U0728,37,Prefer not to say,Brazil,Sales Engineer,13,PhD,Spanish,Video,Explore machine learning,65->65->65,3.16
U0729,43,Non-binary,Brazil,Account Manager,1,High School,Chinese,Video,Enhance data visualization,66->62->60,4.9
U0730,46,Non-binary,Germany,Sales Representative,11,PhD,Spanish,Hands-on,Understand cybersecurity,57->54->50,4.68
U0731,55,Female,Japan,Sales Engineer,4,Master's Degree,French,Video,Understand cybersecurity,70->65->67,4.61
U0732,45,Male,Canada,Sales Manager,4,PhD,French,Interactive,Upskill in data science,73->74->73,4.65
U0733,38,Prefer not to say,France,Sales Manager,7,High School,Spanish,Reading,Master programming,70->70->74,4.87
U0734,41,Male,Canada,Customer Success Manager,10,Master's Degree,English,Hands-on,Enhance data visualization,81->84->88,4.09
U0735,39,Female,United Kingdom,Customer Success Manager,15,Master's Degree,Korean,Video,Prepare for certification,76->71->66,3.4
U0736,53,Female,United Kingdom,Account Manager,12,Associate Degree,Chinese,Video,Learn project management,61->58->53,4.23
U0737,56,Prefer not to say,Australia,Account Executive,0,Master's Degree,English,Hands-on,Explore machine learning,52->53->58,4.49
U0738,49,Male,United States,Sales Engineer,3,Associate Degree,English,Video,Advance marketing knowledge,87->85->84,4.48
U0739,39,Male,Brazil,Account Executive,15,Associate Degree,English,Hands-on,Learn project management,54->57->62,4.04
U0740,32,Female,United Kingdom,Sales Representative,2,PhD,Korean,Hands-on,Explore machine learning,59->55->50,3.14
U0741,41,Female,South Korea,Sales Representative,5,Associate Degree,Chinese,Video,Upskill in data science,85->82->79,3.74
U0742,52,Female,Brazil,Account Manager,8,Associate Degree,Chinese,Video,Master programming,68->72->75,4.84
U0743,40,Prefer not to say,France,Account Manager,5,PhD,Korean,Video,Understand cybersecurity,62->59->56,4.17
U0744,53,Male,United States,Business Development Representative,1,Bachelor's Degree,Spanish,Hands-on,Understand cybersecurity,73->76->80,4.08
U0745,40,Female,Germany,Inside Sales Specialist,0,PhD,Chinese,Video,Understand cybersecurity,66->68->65,3.54
U0746,60,Non-binary,Australia,Customer Success Manager,14,Associate Degree,Chinese,Hands-on,Prepare for certification,80->82->85,3.74
U0747,54,Non-binary,South Korea,Sales Representative,8,Master's Degree,Spanish,Hands-on,Enhance data visualization,79->74->75,4.79
U0748,25,Female,Japan,Sales Representative,14,Associate Degree,German,Reading,Learn project management,75->78->73,4.33
U0749,58,Female,France,Business Development Representative,12,High School,French,Hands-on,Prepare for certification,57->59->54,4.57
U0750,20,Non-binary,United Kingdom,Territory Sales Manager,2,PhD,Chinese,Video,Master programming,74->75->78,3.91
U0751,52,Male,United Kingdom,Sales Manager,12,Master's Degree,Spanish,Hands-on,Explore machine learning,73->78->74,4.26
U0752,29,Prefer not to say,Japan,Customer Success Manager,3,Associate Degree,Spanish,Interactive,Learn Agile methodologies,73->71->71,3.5
U0753,37,Male,India,Pre-Sales Consultant,2,PhD,German,Video,Explore machine learning,85->90->89,4.41
U0754,55,Male,France,Business Development Representative,3,Master's Degree,English,Hands-on,Enhance data visualization,56->56->53,3.86
U0755,22,Prefer not to say,Brazil,Territory Sales Manager,1,Master's Degree,Spanish,Video,Prepare for certification,64->62->63,3.89
U0756,55,Non-binary,Brazil,Territory Sales Manager,14,Associate Degree,French,Reading,Understand cybersecurity,55->60->55,4.3
U0757,40,Male,United States,Customer Success Manager,0,High School,French,Hands-on,Upskill in data science,56->58->61,4.87
U0758,43,Male,Canada,Sales Representative,1,Associate Degree,Spanish,Reading,Explore machine learning,80->77->82,3.13
U0759,60,Female,Japan,Customer Success Manager,2,High School,French,Interactive,Explore machine learning,80->80->84,4.65
U0760,58,Prefer not to say,Germany,Inside Sales Specialist,10,Associate Degree,German,Hands-on,Master programming,88->90->89,3.58
U0761,36,Female,Australia,Account Manager,8,Associate Degree,English,Reading,Improve leadership skills,75->74->70,3.89
U0762,42,Female,Brazil,Pre-Sales Consultant,11,High School,Korean,Interactive,Enhance data visualization,89->87->89,3.04
U0763,47,Prefer not to say,Japan,Customer Success Manager,14,Master's Degree,German,Video,Understand cybersecurity,50->53->53,3.6
U0764,41,Prefer not to say,United States,Territory Sales Manager,14,Bachelor's Degree,German,Video,Master programming,83->82->86,4.01
U0765,45,Male,Germany,Sales Representative,1,PhD,English,Interactive,Master programming,82->83->80,3.11
U0766,38,Male,Australia,Pre-Sales Consultant,8,Bachelor's Degree,English,Hands-on,Advance marketing knowledge,61->60->60,3.98
U0767,35,Non-binary,Canada,Pre-Sales Consultant,3,High School,English,Video,Upskill in data science,83->83->79,4.85
U0768,54,Non-binary,India,Business Development Representative,10,PhD,Korean,Interactive,Improve leadership skills,65->65->69,3.21
U0769,46,Male,France,Pre-Sales Consultant,1,Master's Degree,French,Interactive,Prepare for certification,84->79->74,4.53
U0770,29,Female,India,Inside Sales Specialist,11,PhD,Chinese,Interactive,Upskill in data science,71->71->70,3.82
U0771,54,Female,Japan,Account Executive,15,PhD,English,Interactive,Improve leadership skills,68->70->75,4.31
U0772,36,Non-binary,Brazil,Territory Sales Manager,0,Bachelor's Degree,Korean,Interactive,Enhance data visualization,56->58->61,3.52
U0773,36,Prefer not to say,Canada,Territory Sales Manager,13,High School,Chinese,Interactive,Enhance data visualization,71->74->69,3.32
U0774,37,Non-binary,Canada,Account Manager,5,Master's Degree,Chinese,Hands-on,Explore machine learning,82->85->90,3.32
U0775,59,Prefer not to say,Japan,Territory Sales Manager,14,Master's Degree,Spanish,Reading,Prepare for certification,71->74->73,3.14
U0776,48,Non-binary,United States,Customer Success Manager,0,High School,German,Interactive,Explore machine learning,63->64->59,3.37
U0777,41,Prefer not to say,Canada,Inside Sales Specialist,10,High School,French,Interactive,Prepare for certification,74->72->75,4.33
U0778,58,Male,United States,Account Executive,8,PhD,Spanish,Reading,Enhance data visualization,88->86->87,4.76
U0779,42,Prefer not to say,United States,Business Development Representative,11,Master's Degree,German,Hands-on,Learn project management,58->56->51,4.63
U0780,49,Male,India,Customer Success Manager,8,PhD,English,Reading,Advance marketing knowledge,56->57->52,4.37
U0781,28,Female,Brazil,Account Manager,7,Associate Degree,English,Interactive,Enhance data visualization,61->66->68,3.22
U0782,24,Prefer not to say,Canada,Account Manager,14,Bachelor's Degree,Chinese,Interactive,Improve leadership skills,56->53->58,3.58
U0783,24,Female,France,Pre-Sales Consultant,15,PhD,Korean,Hands-on,Learn Agile methodologies,53->54->55,3.62
U0784,24,Non-binary,Germany,Sales Manager,10,PhD,Chinese,Hands-on,Advance marketing knowledge,72->73->73,3.5
U0785,38,Male,France,Pre-Sales Consultant,5,PhD,French,Interactive,Master programming,58->54->51,4.03
U0786,53,Prefer not to say,India,Territory Sales Manager,10,PhD,Spanish,Hands-on,Explore machine learning,88->91->90,4.07
U0787,31,Female,France,Pre-Sales Consultant,1,Bachelor's Degree,Korean,Video,Advance marketing knowledge,55->60->58,3.71
U0788,30,Prefer not to say,United States,Customer Success Manager,5,Associate Degree,French,Interactive,Upskill in data science,63->64->65,3.71
U0789,53,Prefer not to say,Germany,Sales Representative,14,Master's Degree,German,Hands-on,Learn project management,77->80->85,4.66
U0790,41,Female,Brazil,Account Manager,14,Master's Degree,English,Interactive,Learn project management,50->53->55,4.58
U0791,48,Female,Germany,Business Development Representative,0,Master's Degree,Korean,Interactive,Advance marketing knowledge,67->72->77,3.62
U0792,42,Non-binary,Brazil,Inside Sales Specialist,13,Associate Degree,Korean,Interactive,Enhance data visualization,81->86->81,4.83
U0793,23,Non-binary,Australia,Customer Success Manager,11,PhD,Chinese,Interactive,Upskill in data science,58->60->58,4.91
U0794,60,Female,Canada,Sales Representative,14,High School,Spanish,Interactive,Prepare for certification,52->49->49,3.65
U0795,41,Non-binary,Germany,Account Executive,7,PhD,Chinese,Hands-on,Upskill in data science,68->64->60,3.71
U0796,46,Prefer not to say,France,Pre-Sales Consultant,2,Bachelor's Degree,German,Hands-on,Prepare for certification,75->80->82,4.01
U0797,34,Prefer not to say,Australia,Sales Engineer,0,Bachelor's Degree,Spanish,Reading,Understand cybersecurity,81->79->77,4.88
U0798,31,Female,Japan,Sales Representative,5,Bachelor's Degree,German,Reading,Master programming,84->86->88,4.75
U0799,21,Male,India,Territory Sales Manager,7,PhD,Spanish,Reading,Explore machine learning,87->92->91,3.21
U0800,30,Prefer not to say,Germany,Business Development Representative,13,High School,French,Reading,Advance marketing knowledge,53->49->46,3.79
U0801,23,Female,United Kingdom,Sales Engineer,0,High School,Korean,Hands-on,Improve leadership skills,74->71->74,4.11
U0802,34,Female,Australia,Pre-Sales Consultant,1,Bachelor's Degree,German,Video,Upskill in data science,84->89->84,4.01
U0803,27,Non-binary,United Kingdom,Customer Success Manager,8,Associate Degree,Spanish,Hands-on,Enhance data visualization,51->48->53,3.39
U0804,48,Prefer not to say,Canada,Sales Manager,14,High School,Spanish,Hands-on,Master programming,88->89->94,4.72
U0805,59,Non-binary,Brazil,Account Manager,9,Bachelor's Degree,Chinese,Reading,Explore machine learning,71->75->79,4.35
U0806,43,Non-binary,South Korea,Territory Sales Manager,10,Associate Degree,French,Hands-on,Learn project management,86->91->87,4.68
U0807,48,Male,Germany,Sales Representative,9,High School,German,Interactive,Explore machine learning,72->69->69,4.72
U0808,28,Non-binary,Canada,Account Executive,14,PhD,French,Interactive,Improve leadership skills,75->80->80,4.5
U0809,26,Male,Japan,Territory Sales Manager,5,High School,Spanish,Reading,Enhance data visualization,68->67->67,3.88
U0810,29,Male,United Kingdom,Inside Sales Specialist,4,Master's Degree,French,Hands-on,Explore machine learning,66->68->66,4.22
U0811,21,Female,Germany,Sales Engineer,11,Associate Degree,Korean,Video,Learn project management,68->67->62,3.32
U0812,31,Female,India,Territory Sales Manager,0,PhD,Spanish,Video,Learn project management,55->58->53,4.35
U0813,43,Female,Australia,Customer Success Manager,10,PhD,German,Video,Upskill in data science,68->70->74,3.36
U0814,36,Male,Canada,Sales Engineer,7,Associate Degree,Spanish,Reading,Understand cybersecurity,50->46->49,4.39
U0815,58,Male,United States,Business Development Representative,9,Associate Degree,Spanish,Reading,Enhance data visualization,54->52->50,3.46
U0816,58,Prefer not to say,Canada,Sales Representative,13,PhD,Chinese,Video,Learn project management,81->79->78,3.24
U0817,28,Male,United States,Sales Engineer,5,PhD,English,Interactive,Learn Agile methodologies,55->53->48,3.33
U0818,25,Non-binary,Japan,Sales Representative,1,Associate Degree,German,Video,Learn Agile methodologies,84->89->92,3
U0819,24,Prefer not to say,India,Account Executive,11,Associate Degree,Korean,Video,Explore machine learning,56->61->65,4.44
