course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C0376,Essentials of Data Visualization,Intermediate,109,French,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Lead Generation,Experience in customer-facing roles,8,Instructor A,3.23,2023-05-29,11,FALSE,Self-paced,Medium,1-3 years,Transcripts
C0377,Fundamentals of Digital Marketing,Advanced,134,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,B2B Sales,Familiarity with CRM tools,8,Instructor D,4.26,2020-10-18,11,TRUE,Instructor-led,High,10+ years,Audio Descriptions
C0378,Introduction to Digital Marketing,Beginner,77,French,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Basic understanding of sales principles,6,Instructor K,3.28,2019-12-03,6,TRUE,Blended,High,10+ years,None
C0379,Mastering Artificial Intelligence,Intermediate,64,Spanish,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,None,7,Instructor F,4.24,2023-05-31,15,TRUE,Self-paced,High,3-5 years,Transcripts
C0380,Mastering Project Management,Beginner,97,French,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,3,Instructor L,4.79,2020-11-27,6,TRUE,Blended,Medium,3-5 years,None
C0381,Advanced Marketing,Advanced,82,Korean,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Retail Sales,Experience in customer-facing roles,5,Instructor T,3.3,2021-06-01,12,TRUE,Self-paced,Medium,10+ years,Subtitles
C0382,Fundamentals of Agile Development,Beginner,145,Korean,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Familiarity with CRM tools,7,Instructor W,3.5,2023-06-17,9,FALSE,Instructor-led,High,0-1 years,Audio Descriptions
C0383,Introduction to Project Management,Advanced,45,English,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Customer Relationship Management,Experience in customer-facing roles,6,Instructor Q,3.07,2023-04-10,12,FALSE,Instructor-led,Low,5-10 years,Subtitles
C0384,Advanced Statistics,Intermediate,73,German,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Presentation Skills,Familiarity with CRM tools,10,Instructor N,4.52,2020-08-03,11,TRUE,Self-paced,Low,0-1 years,Audio Descriptions
C0385,Mastering Cloud Computing,Intermediate,97,German,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,B2B Sales,Familiarity with CRM tools,9,Instructor Y,3.68,2020-09-11,20,FALSE,Self-paced,Low,0-1 years,Transcripts
C0386,Introduction to SQL,Intermediate,96,Korean,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Sales Strategy,Familiarity with CRM tools,9,Instructor L,3.22,2024-06-10,17,FALSE,Blended,Low,1-3 years,Audio Descriptions
C0387,Advanced Project Management,Intermediate,76,Korean,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Sales Strategy,Experience in customer-facing roles,4,Instructor N,3.25,2019-11-11,10,FALSE,Self-paced,Medium,1-3 years,Audio Descriptions
C0388,Mastering Marketing,Intermediate,57,Spanish,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Presentation Skills,Basic understanding of sales principles,6,Instructor T,4.59,2019-01-24,13,TRUE,Blended,Medium,10+ years,Transcripts
C0389,Introduction to UX Design,Advanced,102,Spanish,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Retail Sales,Familiarity with CRM tools,4,Instructor H,3.46,2023-06-22,5,TRUE,Self-paced,Medium,3-5 years,Audio Descriptions
C0390,Introduction to Leadership,Intermediate,155,Chinese,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Experience in customer-facing roles,10,Instructor G,4.44,2024-06-28,17,FALSE,Instructor-led,High,5-10 years,None
C0391,Mastering Project Management,Intermediate,77,Chinese,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,5,Instructor U,4.39,2020-09-27,18,TRUE,Instructor-led,Medium,3-5 years,None
C0392,Advanced Agile Development,Beginner,106,Korean,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Presentation Skills,Familiarity with CRM tools,3,Instructor B,3.5,2024-10-03,6,FALSE,Self-paced,Medium,0-1 years,Audio Descriptions
C0393,Fundamentals of Cloud Computing,Advanced,50,German,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Lead Generation,Familiarity with CRM tools,2,Instructor C,3.36,2023-09-01,12,FALSE,Blended,Medium,3-5 years,Audio Descriptions
C0394,Advanced Artificial Intelligence,Beginner,77,English,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Sales Analytics,Basic understanding of sales principles,8,Instructor D,4.17,2019-02-24,8,FALSE,Blended,Medium,10+ years,None
C0395,Essentials of Agile Development,Advanced,122,French,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,B2B Sales,Basic understanding of sales principles,2,Instructor G,3.92,2020-04-03,3,TRUE,Self-paced,Medium,1-3 years,Transcripts
C0396,Essentials of Financial Analysis,Beginner,52,Spanish,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Negotiation,Familiarity with CRM tools,4,Instructor E,3.31,2023-12-29,18,FALSE,Instructor-led,High,10+ years,Transcripts
C0397,Essentials of Agile Development,Intermediate,43,Spanish,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Familiarity with CRM tools,10,Instructor J,4.01,2019-06-01,18,FALSE,Blended,High,3-5 years,None
C0398,Introduction to Cybersecurity,Advanced,34,Chinese,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Retail Sales,Basic understanding of sales principles,3,Instructor P,3.04,2022-11-21,17,FALSE,Self-paced,Medium,1-3 years,None
C0399,Mastering Cloud Computing,Beginner,159,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Presentation Skills,Experience in customer-facing roles,8,Instructor N,4.86,2023-01-15,18,TRUE,Self-paced,Medium,3-5 years,None
C0400,Advanced Leadership,Beginner,70,German,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,None,5,Instructor R,4.39,2019-07-12,3,FALSE,Instructor-led,High,0-1 years,Transcripts
C0401,Introduction to Blockchain,Beginner,116,Chinese,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Basic understanding of sales principles,6,Instructor K,4.41,2022-12-26,4,FALSE,Blended,High,3-5 years,Subtitles
C0402,Mastering Data Science,Intermediate,58,English,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Experience in customer-facing roles,3,Instructor G,4.15,2023-01-21,8,FALSE,Instructor-led,High,1-3 years,Subtitles
C0403,Fundamentals of Leadership,Intermediate,65,English,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Retail Sales,Familiarity with CRM tools,7,Instructor J,3.85,2024-08-30,8,TRUE,Instructor-led,High,0-1 years,Audio Descriptions
C0404,Advanced Cybersecurity,Advanced,137,Korean,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Customer Relationship Management,None,7,Instructor A,4.87,2023-12-18,7,TRUE,Blended,Low,1-3 years,Audio Descriptions
C0405,Mastering Artificial Intelligence,Beginner,141,English,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Basic understanding of sales principles,10,Instructor J,3.9,2023-09-14,15,FALSE,Blended,Medium,5-10 years,Subtitles
C0406,Essentials of Data Visualization,Advanced,67,French,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Customer Relationship Management,Basic understanding of sales principles,7,Instructor Z,4.97,2023-07-15,9,FALSE,Self-paced,High,5-10 years,None
C0407,Essentials of Leadership,Advanced,102,Korean,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Lead Generation,Experience in customer-facing roles,10,Instructor S,3.25,2021-11-25,10,FALSE,Instructor-led,High,5-10 years,Subtitles
C0408,Fundamentals of Cloud Computing,Advanced,159,Spanish,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Presentation Skills,None,2,Instructor O,4.74,2022-10-20,10,TRUE,Instructor-led,Medium,5-10 years,Transcripts
C0409,Essentials of DevOps,Advanced,93,English,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Sales Techniques,Familiarity with CRM tools,8,Instructor N,4.18,2019-12-02,5,TRUE,Self-paced,Medium,3-5 years,None
C0410,Fundamentals of Project Management,Advanced,164,Chinese,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,B2B Sales,Basic understanding of sales principles,8,Instructor O,3.11,2024-06-28,16,TRUE,Blended,Low,1-3 years,None
C0411,Essentials of Leadership,Advanced,60,French,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Customer Success,None,7,Instructor D,4.61,2023-08-01,6,TRUE,Blended,Medium,0-1 years,Transcripts
C0412,Fundamentals of Marketing,Intermediate,125,Spanish,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Sales Analytics,None,8,Instructor B,3.67,2022-06-03,12,TRUE,Blended,Medium,3-5 years,Subtitles
C0413,Fundamentals of Machine Learning,Beginner,41,Chinese,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Basic understanding of sales principles,4,Instructor Y,4.07,2020-07-21,19,FALSE,Blended,Medium,1-3 years,Audio Descriptions
C0414,Essentials of Project Management,Advanced,134,Chinese,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Experience in customer-facing roles,9,Instructor X,3.69,2022-02-10,5,TRUE,Self-paced,High,5-10 years,Subtitles
C0415,Introduction to Machine Learning,Beginner,168,German,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,B2B Sales,Basic understanding of sales principles,10,Instructor F,4.48,2019-03-19,11,TRUE,Blended,High,10+ years,Subtitles
C0416,Essentials of Machine Learning,Intermediate,132,German,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Familiarity with CRM tools,8,Instructor A,3.45,2024-12-02,13,FALSE,Self-paced,Low,5-10 years,Transcripts
C0417,Advanced Agile Development,Beginner,95,English,customer retention; relationship management; loyalty,Understand sales analytics to make data-driven decisions.,Presentation Skills,None,7,Instructor F,3.28,2019-04-22,4,FALSE,Self-paced,Medium,1-3 years,None
C0418,Fundamentals of Artificial Intelligence,Intermediate,60,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Analytics,Basic understanding of sales principles,6,Instructor B,4,2022-07-27,17,FALSE,Instructor-led,Low,0-1 years,Transcripts
C0419,Fundamentals of Python,Advanced,180,French,sales strategy; pipeline; closing,Enhance presentation skills for persuasive product demonstrations.,Sales Strategy,Basic understanding of sales principles,3,Instructor U,4.83,2024-08-11,9,TRUE,Blended,Low,1-3 years,None
C0420,Mastering Machine Learning,Beginner,30,Chinese,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Presentation Skills,Familiarity with CRM tools,6,Instructor T,4.16,2021-10-24,15,FALSE,Self-paced,High,0-1 years,Audio Descriptions
C0421,Advanced Data Science,Advanced,166,German,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,B2B Sales,None,10,Instructor I,3.03,2023-11-05,9,FALSE,Instructor-led,High,1-3 years,None
C0422,Advanced Data Visualization,Advanced,112,Spanish,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Lead Generation,None,2,Instructor T,3.36,2024-05-05,3,TRUE,Self-paced,Medium,3-5 years,None
C0423,Essentials of DevOps,Beginner,49,German,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Lead Generation,Basic understanding of sales principles,7,Instructor M,3.3,2020-12-26,3,TRUE,Instructor-led,Low,5-10 years,Subtitles
C0424,Introduction to Cybersecurity,Intermediate,121,Korean,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,2,Instructor I,3.17,2024-07-11,9,TRUE,Blended,Medium,10+ years,Audio Descriptions
C0425,Essentials of Statistics,Intermediate,73,German,lead generation; CRM; prospecting,Enhance presentation skills for persuasive product demonstrations.,Presentation Skills,Familiarity with CRM tools,3,Instructor E,4,2021-11-29,10,FALSE,Blended,Low,1-3 years,Audio Descriptions
